CustomerID,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Monthly Charges,Total Charges,Churn Label,Churn Value,Churn Score,CLTV,Churn Reason,GeographyKey,DemographicsKey,ContractKey
6683-VLCTZ,20,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,98.55,1842.8,Yes,1,92,5444,Competitor offered more data,185,6,2
2189-WWOEW,15,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,85.9,1269.55,Yes,1,96,3579,Don't know,186,9,3
1894-IGFSG,22,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,89.25,1907.85,Yes,1,82,3161,Competitor had better devices,187,9,6
7379-POKDZ,3,Yes,No,Fiber optic,No,No,No,No,No,No,70.3,208.85,Yes,1,66,3038,Competitor had better devices,188,8,2
0236-HFWSV,15,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,93.35,1444.65,Yes,1,77,5264,Competitor offered higher download speeds,189,1,2
3900-AQPHZ,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.9,19.9,Yes,1,100,4248,Competitor offered higher download speeds,190,9,5
5842-POCOP,5,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,88.9,454.15,Yes,1,79,4356,Competitor offered higher download speeds,191,5,1
2037-XJFUP,33,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,95.8,3036.75,Yes,1,76,4161,Competitor offered more data,192,8,16
7314-OXENN,2,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,82.0,184.65,Yes,1,97,3051,Competitor offered more data,193,1,2
0322-CHQRU,2,Yes,No,DSL,No,No,No,No,No,No,45.35,89.5,Yes,1,81,3478,Competitor offered more data,194,1,6
4678-DVQEO,1,Yes,No,DSL,No,No,No,Yes,No,No,52.2,52.2,Yes,1,71,4138,Competitor made better offer,195,9,2
0691-IFBQW,46,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,110.0,4874.8,Yes,1,81,2403,Competitor made better offer,196,14,16
3009-JWMPU,62,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,96.75,6125.4,Yes,1,92,5016,Attitude of service provider,197,1,16
1450-GALXR,10,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,98.5,1058.25,Yes,1,74,5184,Attitude of service provider,198,9,2
3138-BKYAV,6,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,85.35,489.45,Yes,1,75,4694,Attitude of service provider,199,1,2
4289-DTDKW,40,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,101.3,4113.1,Yes,1,70,2576,Attitude of support person,200,8,2
1820-TQVEV,1,Yes,No,Fiber optic,No,No,No,No,No,No,69.55,69.55,Yes,1,76,3042,Attitude of support person,201,1,2
2239-JALAW,58,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,103.25,6017.65,Yes,1,74,6105,Attitude of support person,202,1,9
4853-RULSV,70,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,104.0,7250.15,Yes,1,80,4544,Attitude of service provider,203,1,17
6275-YDUVO,2,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,86.2,178.7,Yes,1,95,2969,Attitude of service provider,204,9,1
0115-TFERT,21,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,111.2,2317.1,Yes,1,89,4123,Attitude of service provider,205,8,2
2311-QYMUQ,16,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,89.45,1430.25,Yes,1,73,3696,Attitude of support person,206,5,7
3643-AHCFP,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,95.6,644.35,Yes,1,83,3265,Competitor made better offer,207,13,3
3104-OWCGK,60,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,90.95,5453.4,Yes,1,76,4111,Moved,208,8,18
9101-BWFSS,50,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,108.55,5610.7,Yes,1,82,4274,Moved,209,5,18
9231-ZJYAM,4,Yes,No,Fiber optic,No,No,No,No,Yes,No,78.85,292.8,Yes,1,72,5301,Moved,210,14,2
6982-SSHFK,1,Yes,No,DSL,No,No,No,No,No,No,44.4,44.4,Yes,1,89,3522,Competitor offered higher download speeds,211,1,5
0727-BMPLR,55,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,100.0,5509.3,Yes,1,83,5679,Competitor offered higher download speeds,212,14,16
1038-ZAGBI,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.8,229.6,Yes,1,94,2653,Competitor offered higher download speeds,213,5,13
3027-ZTDHO,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,89.9,89.9,Yes,1,80,5951,Don't know,214,1,2
2382-BCKQJ,62,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,100.15,6413.65,Yes,1,91,5600,Competitor offered higher download speeds,215,9,16
2207-NHRJK,1,Yes,No,DSL,No,Yes,No,No,No,No,50.8,50.8,Yes,1,85,3718,Competitor offered higher download speeds,216,1,6
0947-MUGVO,20,Yes,No,Fiber optic,No,Yes,No,No,No,No,73.65,1463.5,Yes,1,95,5849,Competitor offered higher download speeds,217,13,2
9944-HKVVB,3,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,95.1,307.4,Yes,1,77,5861,Competitor offered higher download speeds,218,9,2
4124-MMETB,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,94.65,2104.55,Yes,1,85,3665,Competitor offered higher download speeds,219,1,7
3671-SHRSP,4,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,80.6,319.15,Yes,1,86,3080,Competitor offered more data,220,8,1
3313-QKNKB,59,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,85.55,5084.65,Yes,1,80,6304,Competitor offered more data,221,8,18
5073-WXOYN,60,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,50.8,3027.4,Yes,1,67,4941,Competitor offered more data,222,9,2
0207-MDKNV,15,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,105.1,1582.75,Yes,1,84,2122,Competitor made better offer,223,9,6
9851-KIELU,10,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,110.1,1043.3,Yes,1,76,5803,Competitor made better offer,224,1,2
3908-BLSYF,6,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,83.9,497.55,Yes,1,97,3962,Price too high,225,9,6
7549-MYGPK,63,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,100.55,6215.35,Yes,1,79,5413,Price too high,226,5,2
3804-RVTGV,50,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,103.85,5017.9,Yes,1,100,5812,Price too high,227,8,3
9227-LUNBG,1,No,No phone service,DSL,No,No,No,No,No,No,24.6,24.6,Yes,1,76,5768,Price too high,228,9,6
4315-MURBD,12,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,98.9,1120.95,Yes,1,71,5559,Price too high,229,9,3
9734-YWGEX,9,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,98.3,923.5,Yes,1,81,2954,Price too high,230,9,4
2719-BDAQO,17,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,93.85,1625.65,Yes,1,93,4940,Price too high,231,1,6
0781-LKXBR,9,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,100.5,918.6,Yes,1,70,4038,Price too high,232,6,2
1907-UBQFC,10,Yes,No,Fiber optic,No,Yes,No,No,No,No,72.85,688.65,Yes,1,99,3189,Price too high,233,6,2
6513-EECDB,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,73.55,73.55,Yes,1,94,4369,Price too high,234,13,2
7074-IEVOJ,3,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,79.4,205.05,Yes,1,91,3501,Product dissatisfaction,235,14,2
9625-QSTYE,13,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,81.15,952.3,Yes,1,79,4806,Service dissatisfaction,236,9,2
4750-ZRXIU,4,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,84.6,360.1,Yes,1,83,2467,Lack of self-service on Website,237,14,2
6400-BWQKW,6,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,79.05,434.5,Yes,1,99,3263,Network reliability,238,9,2
6680-WKXRZ,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,74.4,215.8,Yes,1,97,2054,Don't know,239,9,10
7028-DVOIQ,35,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,99.05,3395.8,Yes,1,82,2074,Don't know,240,6,2
4208-UFFGW,2,Yes,No,DSL,No,No,No,No,No,No,44.95,85.15,Yes,1,84,5900,Don't know,241,6,5
9448-REEVD,1,Yes,No,DSL,No,No,No,No,No,No,44.7,44.7,Yes,1,74,3700,Don't know,242,8,4
9117-SHLZX,1,Yes,No,DSL,No,No,No,No,No,No,45.7,45.7,Yes,1,72,3571,Poor expertise of phone support,243,1,1
9889-TMAHG,8,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,100.3,832.35,Yes,1,74,5084,Competitor had better devices,244,6,4
4541-RMRLG,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.25,112.3,Yes,1,82,4489,Competitor offered higher download speeds,245,1,6
3158-MOERK,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,96.0,174.8,Yes,1,83,3391,Competitor offered more data,246,9,2
7294-TMAOP,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,90.55,90.55,Yes,1,72,2627,Competitor made better offer,247,9,6
8919-FYFQZ,44,No,No phone service,DSL,No,Yes,No,No,No,No,30.35,1359.7,Yes,1,96,4829,Competitor had better devices,248,13,2
2834-JRTUA,71,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,108.05,7532.15,Yes,1,81,5200,Competitor had better devices,249,1,14
5875-YPQFJ,1,Yes,No,Fiber optic,No,No,No,No,No,No,69.9,69.9,Yes,1,84,5367,Competitor offered higher download speeds,250,1,2
6646-QVXLR,62,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,103.75,6383.35,Yes,1,91,5052,Competitor offered higher download speeds,251,13,16
8603-IJWDN,1,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,86.6,86.6,Yes,1,93,5228,Competitor offered higher download speeds,252,1,2
9369-XFEHK,33,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,80.6,2656.5,Yes,1,72,3601,Competitor offered more data,253,15,3
3842-IYKUE,35,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,85.3,2917.5,Yes,1,88,2455,Competitor offered more data,254,9,4
6641-XRPSU,34,Yes,No,Fiber optic,No,No,No,No,No,No,70.0,2416.1,Yes,1,93,2318,Competitor offered more data,255,9,7
1374-DMZUI,4,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,94.3,424.45,Yes,1,99,5419,Competitor made better offer,256,14,2
8357-EQXFO,7,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,95.35,660.9,Yes,1,92,3077,Competitor made better offer,257,9,2
1989-PRJHP,27,Yes,Yes,Fiber optic,No,No,No,No,No,No,75.5,1893.95,Yes,1,65,2377,Competitor had better devices,258,13,2
9524-EGPJC,18,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,90.1,1612.75,Yes,1,80,4260,Competitor offered higher download speeds,259,9,2
6993-OHLXR,2,Yes,No,Fiber optic,No,No,No,No,No,No,68.95,119.75,Yes,1,84,5225,Competitor offered more data,260,9,6
8818-XYFCQ,32,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,99.55,3204.65,Yes,1,71,5026,Competitor made better offer,261,8,7
4695-VADHF,18,Yes,No,DSL,No,No,Yes,No,No,Yes,57.45,990.85,Yes,1,84,2989,Competitor had better devices,262,8,6
3863-IUBJR,12,Yes,No,DSL,No,No,No,No,No,Yes,53.65,696.35,Yes,1,78,2595,Competitor had better devices,263,8,12
4822-RVYBB,8,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,100.6,819.4,Yes,1,90,5906,Competitor offered higher download speeds,264,6,2
8436-BJUMM,26,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,83.75,2070.6,Yes,1,84,2404,Competitor offered higher download speeds,265,8,2
4184-TJFAN,3,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,88.3,273.75,Yes,1,68,4486,Competitor offered higher download speeds,266,15,1
4145-UQXUQ,8,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,92.1,729.95,Yes,1,81,5662,Competitor offered more data,267,14,2
9948-YPTDG,38,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,79.45,3013.05,Yes,1,85,2405,Competitor offered more data,268,8,2
1236-WFCDV,14,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,90.45,1266.1,Yes,1,96,4777,Competitor offered more data,269,6,4
4883-QICIH,32,Yes,No,Fiber optic,No,No,No,No,No,No,69.75,2347.9,Yes,1,96,2356,Don't know,270,8,3
8329-IBCTI,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.65,19.65,Yes,1,99,5881,Competitor made better offer,271,9,5
1271-SJBGZ,12,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,43.65,526.95,Yes,1,74,2437,Competitor had better devices,272,6,2
5669-SRAIP,5,No,No phone service,DSL,No,No,Yes,No,No,Yes,39.5,210.75,Yes,1,93,2863,Competitor offered higher download speeds,273,9,6
5981-ITEMU,40,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,97.1,3706.95,Yes,1,67,3099,Competitor offered more data,274,8,3
6941-PMGEP,5,Yes,No,Fiber optic,No,No,No,No,No,Yes,80.0,412.5,Yes,1,97,3937,Competitor made better offer,275,9,2
1624-WOIWJ,10,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,84.7,832.05,Yes,1,69,5686,Competitor had better devices,276,9,1
2074-GKOWZ,2,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,89.55,185.55,Yes,1,73,3851,Competitor had better devices,277,8,3
0376-YMCJC,23,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,90.6,1943.2,Yes,1,82,4359,Competitor offered higher download speeds,278,1,2
0634-SZPQA,23,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,90.05,2169.8,Yes,1,67,4650,Competitor offered higher download speeds,279,9,3
5536-RTPWK,49,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,99.05,4853.75,Yes,1,100,5157,Competitor offered higher download speeds,280,8,3
6166-ILMNY,2,Yes,No,Fiber optic,No,No,No,No,No,No,69.75,144.55,Yes,1,68,5667,Competitor offered more data,281,9,10
3097-NNSPB,2,Yes,No,DSL,No,Yes,No,No,No,No,49.05,91.1,Yes,1,98,2960,Competitor offered more data,282,9,7
0655-RBDUG,7,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,98.05,713.0,Yes,1,86,2561,Competitor offered more data,283,1,3
4361-BKAXE,41,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,114.5,4527.45,Yes,1,80,3038,Competitor made better offer,284,9,3
9878-TNQGW,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,80.95,171.15,Yes,1,65,3533,Competitor made better offer,285,1,2
4441-NIHPT,13,Yes,No,Fiber optic,No,No,Yes,No,No,No,74.3,940.35,Yes,1,97,2995,Competitor had better devices,286,14,2
8999-BOHSE,11,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,89.7,1047.7,Yes,1,89,2202,Competitor offered higher download speeds,287,14,10
7029-RPUAV,17,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,100.45,1622.45,Yes,1,87,5508,Competitor offered more data,288,13,7
4607-CHPCA,25,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,90.4,2178.6,Yes,1,100,5801,Competitor made better offer,289,8,16
8824-RWFXJ,3,Yes,No,DSL,No,Yes,Yes,No,No,No,56.15,168.15,Yes,1,83,2539,Competitor had better devices,290,8,1
9763-PDTKK,4,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,94.4,387.2,Yes,1,74,4249,Competitor had better devices,291,9,3
7627-JKIAZ,37,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,78.95,2839.65,Yes,1,97,3982,Competitor offered higher download speeds,292,5,7
4081-DYXAV,19,No,No phone service,DSL,No,No,No,No,Yes,Yes,44.85,893.55,Yes,1,72,5182,Competitor offered higher download speeds,293,9,19
8111-SLLHI,39,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,105.65,4284.8,Yes,1,96,4687,Competitor offered higher download speeds,294,13,2
0927-LCSMG,7,Yes,No,Fiber optic,No,No,Yes,No,No,No,74.65,544.55,Yes,1,75,3331,Competitor offered more data,295,1,5
8257-RZAHR,14,Yes,Yes,DSL,Yes,No,No,No,Yes,No,64.7,941.0,Yes,1,86,4049,Competitor offered more data,296,5,3
5293-WXJAK,11,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,104.05,1133.65,Yes,1,82,4553,Competitor offered more data,297,15,3
0841-NULXI,1,No,No phone service,DSL,No,No,No,No,No,Yes,35.55,35.55,Yes,1,71,3958,Don't know,298,1,2
7851-WZEKY,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,95.15,196.9,Yes,1,82,2414,Competitor made better offer,299,9,2
8844-TONUD,13,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,96.65,1162.85,Yes,1,75,5295,Attitude of service provider,300,8,1
4086-YQSNZ,3,Yes,No,Fiber optic,No,No,No,No,Yes,No,80.4,224.05,Yes,1,89,3834,Attitude of service provider,301,15,2
5868-CZJDR,1,No,No phone service,DSL,No,Yes,No,No,No,No,31.35,31.35,Yes,1,85,3605,Attitude of service provider,302,1,1
0135-NMXAP,12,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,89.75,1052.4,Yes,1,97,5671,Attitude of support person,303,9,3
6270-OMFIW,60,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,94.4,5610.25,Yes,1,99,4990,Attitude of support person,304,8,16
0107-WESLM,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.85,19.85,Yes,1,66,3874,Attitude of support person,305,1,2
3992-YWPKO,6,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,109.9,669.45,Yes,1,69,5750,Attitude of service provider,306,9,7
0125-LZQXK,15,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,101.35,1553.95,Yes,1,99,3025,Attitude of service provider,307,1,2
8399-YNDCH,21,Yes,No,DSL,No,No,Yes,No,Yes,No,60.05,1236.15,Yes,1,70,4716,Attitude of service provider,308,6,3
5673-FSSMF,1,Yes,Yes,DSL,No,No,No,No,No,Yes,60.15,60.15,Yes,1,91,4611,Attitude of support person,309,9,2
1579-KLYDT,7,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,90.45,593.45,Yes,1,98,5356,Competitor made better offer,310,1,2
3927-NLNRY,53,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,94.25,4867.95,Yes,1,96,5414,Moved,311,8,9
6358-LYNGM,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,74.9,74.9,Yes,1,84,2548,Moved,312,1,2
5494-HECPR,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,80.25,80.25,Yes,1,69,2502,Moved,313,9,2
9824-BEMCV,17,Yes,No,Fiber optic,No,No,No,No,No,No,69.0,1149.65,Yes,1,77,3368,Competitor offered higher download speeds,314,8,2
1373-ORVIZ,11,Yes,Yes,DSL,No,No,No,Yes,No,Yes,66.35,740.8,Yes,1,91,2860,Competitor offered higher download speeds,315,5,2
9866-QEVEE,19,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,86.0,1532.45,Yes,1,98,4857,Competitor offered higher download speeds,316,1,3
9897-KXHCM,3,Yes,No,Fiber optic,No,No,No,No,No,Yes,80.3,250.05,Yes,1,72,3212,Competitor offered higher download speeds,317,5,2
7979-CORPM,24,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,90.55,2282.55,Yes,1,67,5927,Don't know,318,1,7
1618-CFHME,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,75.9,143.35,Yes,1,86,2101,Don't know,319,9,2
3165-HDOEW,1,Yes,No,DSL,No,No,No,No,No,No,45.85,45.85,Yes,1,73,3706,Don't know,320,8,1
6581-NQCBA,16,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,49.95,810.2,Yes,1,78,4840,Don't know,321,5,2
1689-MRZQR,34,Yes,No,Fiber optic,No,No,No,No,Yes,No,78.3,2564.3,Yes,1,77,2777,Don't know,322,8,6
5835-BEQEU,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,76.95,228.4,Yes,1,92,4428,Don't know,323,1,2
5565-FILXA,16,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,96.15,1529.2,Yes,1,96,5913,Don't know,324,14,2
5552-ZNFSJ,1,Yes,No,DSL,No,No,No,No,No,No,45.3,45.3,Yes,1,66,4568,Don't know,325,1,6
2223-KAGMX,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.4,289.3,Yes,1,87,5379,Don't know,326,9,10
7321-PKUYW,11,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,90.15,987.95,Yes,1,66,5250,Competitor offered higher download speeds,327,9,6
2833-SLKDQ,1,Yes,No,DSL,No,No,No,No,No,No,45.05,45.05,Yes,1,98,4094,Network reliability,328,1,5
7595-EUIVN,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,75.8,75.8,Yes,1,70,3940,Network reliability,329,9,6
2026-TGDHM,7,Yes,No,Fiber optic,No,No,No,No,No,Yes,79.3,523.15,Yes,1,69,3830,Network reliability,330,9,2
4030-VPZBD,2,No,No phone service,DSL,No,No,No,Yes,No,No,30.9,59.05,Yes,1,98,2860,Network reliability,331,9,2
4187-CINZD,46,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,95.25,4424.2,Yes,1,90,3180,Network reliability,332,14,12
6818-WOBHJ,68,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,89.6,6127.6,Yes,1,69,5651,Network reliability,333,15,3
2408-TZMJL,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,110.15,6448.05,Yes,1,97,4601,Network reliability,334,8,16
9134-CEQMF,7,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,89.5,676.7,Yes,1,89,3077,Network reliability,335,13,2
7993-PYKOF,8,Yes,No,Fiber optic,Yes,No,No,No,No,No,75.0,632.95,Yes,1,80,2587,Network reliability,336,8,6
5027-XWQHA,6,Yes,No,DSL,No,No,No,No,No,No,44.75,270.95,Yes,1,78,2087,Network reliability,337,1,6
4566-QVRRW,11,Yes,No,DSL,No,No,No,No,No,No,44.05,483.7,Yes,1,84,3200,Network reliability,338,5,2
8519-IMDHU,15,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,85.6,1345.55,Yes,1,83,4981,Network reliability,339,13,3
0201-OAMXR,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,115.55,8127.6,Yes,1,87,4838,Network reliability,340,9,12
3372-KWFBM,16,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,86.6,1281.0,Yes,1,81,2508,Network reliability,341,6,2
7831-QGOXH,18,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,85.2,1553.9,Yes,1,77,3326,Don't know,342,9,2
6393-WRYZE,34,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,97.65,3207.55,Yes,1,87,3979,Don't know,343,5,2
6599-RCLCJ,47,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,109.55,5124.55,Yes,1,90,5863,Don't know,344,8,2
9831-BPFRI,39,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,89.55,3474.45,Yes,1,65,3849,Poor expertise of online support,345,5,16
1725-MIMXW,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.45,19.45,Yes,1,78,5687,Poor expertise of phone support,346,1,1
0031-PVLZI,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.35,76.35,Yes,1,81,4133,Competitor had better devices,347,5,5
7206-GZCDC,1,Yes,No,Fiber optic,No,No,No,No,No,No,69.25,69.25,Yes,1,75,4371,Competitor offered higher download speeds,348,14,2
4791-QRGMF,59,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,99.5,5961.1,Yes,1,76,6098,Competitor offered more data,349,8,9
1768-ZAIFU,1,No,No phone service,DSL,No,No,No,No,No,No,25.2,25.2,Yes,1,67,5688,Competitor made better offer,350,14,2
4671-LXRDQ,2,Yes,No,DSL,No,No,No,No,No,No,45.0,96.45,Yes,1,93,5704,Competitor had better devices,351,1,1
1934-SJVJK,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.15,20.15,Yes,1,70,4103,Competitor had better devices,352,1,5
3838-OZURD,66,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,105.0,7133.25,Yes,1,96,5723,Competitor offered higher download speeds,353,8,7
9269-CQOOL,3,Yes,No,DSL,No,No,No,No,Yes,No,54.7,169.45,Yes,1,66,3335,Competitor offered higher download speeds,354,1,7
2845-HSJCY,14,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,87.25,1258.6,Yes,1,78,4786,Competitor offered higher download speeds,355,5,2
1184-PJVDB,10,Yes,No,Fiber optic,No,No,No,No,Yes,No,79.95,857.2,Yes,1,68,5640,Competitor offered more data,356,8,2
9415-DPEWS,18,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,88.35,1639.3,Yes,1,96,5727,Competitor offered more data,357,9,2
7943-RQCHR,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,94.75,889.9,Yes,1,83,2893,Competitor offered more data,358,9,2
3793-MMFUH,13,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,95.05,1290.0,Yes,1,97,2230,Competitor made better offer,359,14,2
3249-ZPQRG,4,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,78.45,330.05,Yes,1,67,5048,Competitor made better offer,360,1,6
2568-BRGYX,4,Yes,No,Fiber optic,No,No,No,No,No,No,70.2,237.95,Yes,1,92,5094,Competitor had better devices,361,1,2
7721-JXEAW,59,No,No phone service,DSL,No,Yes,No,No,No,Yes,41.05,2452.7,Yes,1,70,4324,Competitor offered higher download speeds,362,8,3
7249-WBIYX,10,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,85.6,813.85,Yes,1,70,5146,Competitor offered more data,363,8,2
6567-HOOPW,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,79.2,79.2,Yes,1,76,4363,Competitor made better offer,364,14,2
3164-AALRN,5,Yes,No,DSL,No,No,Yes,No,Yes,Yes,70.0,347.4,Yes,1,77,2673,Competitor had better devices,365,1,20
3334-CTHOL,1,Yes,Yes,DSL,No,No,No,No,No,No,49.95,49.95,Yes,1,71,2041,Competitor had better devices,366,9,3
4704-ERYFC,22,Yes,No,Fiber optic,No,No,No,No,No,No,69.25,1554.0,Yes,1,85,2159,Competitor offered higher download speeds,367,5,2
8621-MNIHH,34,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,94.25,3217.55,Yes,1,88,3369,Competitor offered higher download speeds,368,15,2
